sentence,target,label,implicit,source
"but after last night, spice grill is the only place i'm eating indian cuisine.",indian cuisine,0,1,restaurants
we both opted for a pasta dish and they were served timely and fresh.,pasta dish,0,0,restaurants
we both opted for a pasta dish and they were served timely and fresh.,served,0,0,restaurants
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",bread,1,0,restaurants
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,2,1,restaurants
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",glass of wine,2,0,restaurants
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,2,1,restaurants
"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!",neighborhood,0,0,restaurants
"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!",food,0,0,restaurants
"in an area sadly lacking in decent thai food, this is one of the best spots.",Thai food,0,0,restaurants
tell them herky sent you and get a free confused look from the waiter.,waiter,1,1,restaurants
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,hosting staff,1,1,restaurants
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,reservations,1,0,restaurants
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,reservation,2,1,restaurants
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,seating,1,0,restaurants
the food was average or above including some surprising tasty dishes.,food,0,0,restaurants
the food was average or above including some surprising tasty dishes.,dishes,0,0,restaurants
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,specials,1,1,restaurants
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,1,0,restaurants
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,thai,2,0,restaurants
other apetizers and food,apetizers,2,1,restaurants
other apetizers and food,food,2,1,restaurants
the noodle and rices dishes taste great.,noodle and rices dishes,0,0,restaurants
the food's as good as ever.,food,0,0,restaurants
"the crust is thin, the ingredients are fresh and the staff is friendly.",crust,0,0,restaurants
"the crust is thin, the ingredients are fresh and the staff is friendly.",staff,0,0,restaurants
"the crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,0,0,restaurants
also a little more expensive than your average bagel place.,bagel,2,0,restaurants
"the food was undercooked-the sauce watery, and the vegetables raw.",food,1,0,restaurants
"the food was undercooked-the sauce watery, and the vegetables raw.",vegetables,1,0,restaurants
"the food was undercooked-the sauce watery, and the vegetables raw.",sauce,1,0,restaurants
and the fried clams had just enough kick to them to make 'em worth eating.,fried clams,0,0,restaurants
the sauces used are also not that exciting.,sauces,1,0,restaurants
the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,0,0,restaurants
the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,0,0,restaurants
the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,0,0,restaurants
the rice was poor quality and was cooked so badly it was hard.,rice,1,0,restaurants
the rice was poor quality and was cooked so badly it was hard.,quality,1,0,restaurants
the rice was poor quality and was cooked so badly it was hard.,cooked,1,0,restaurants
we had champagne and caviar and felt like princesses!,champagne,0,1,restaurants
we had champagne and caviar and felt like princesses!,caviar,0,1,restaurants
the shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,0,0,restaurants
the shrimp scampi was excellent and the antipasti were plentiful.,antipasti,0,0,restaurants
"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",dessert,2,1,restaurants
"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,0,1,restaurants
"i got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,0,0,restaurants
there is also very limited seating and there can be a substantial wait in getting food at peak times.,seating,1,0,restaurants
there is also very limited seating and there can be a substantial wait in getting food at peak times.,food,2,1,restaurants
there is also very limited seating and there can be a substantial wait in getting food at peak times.,wait,1,0,restaurants
"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!",martini,2,0,restaurants
"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!",bar,2,0,restaurants
"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!",Roast Chicken,0,0,restaurants
"there was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",table,2,0,restaurants
"there was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",insde table,0,0,restaurants
"there was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,1,0,restaurants
the prices are wonderfully low.,prices,0,0,restaurants
if you like spicy food get the chicken vindaloo.,chicken vindaloo,2,1,restaurants
if you like spicy food get the chicken vindaloo.,spicy food,2,1,restaurants
i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,0,0,restaurants
"so much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",bar food,0,1,restaurants
